Date,Country,State,Tested,Confirmed,Recovered,Death,Active,First Dose Vaccinated,Second Dose Vaccinated,Total Vaccinated,Non-Vaccinated,Male Vaccinated,Female Vaccinated,Transgender Vaccinated,Covishield Doses,Covaxin Doses
5/14/2021,India,Tamil Nadu,24785458,1499485,1298945,16768,183772,5126070,1883860,7009930,68990070,2677175,2448301,594,5957822,1052108
5/15/2021,India,Tamil Nadu,24950403,1531377,1318982,17056,195339,5162834,1911232,7074066,68925934,2698147,2464084,603,6008343,1065723
5/16/2021,India,Tamil Nadu,25117215,1565035,1339887,17359,207789,5172965,1915211,7088176,68911824,2703711,2468649,605,6018318,1069858
5/17/2021,India,Tamil Nadu,25273492,1598216,1361204,17670,219342,5216811,1928889,7145700,68854300,2728966,2487231,614,6058536,1087164
5/18/2021,India,Tamil Nadu,25433956,1631291,1381690,18005,231596,5255610,1938953,7194563,68805437,2751567,2503426,617,6094198,1100365
5/19/2021,India,Tamil Nadu,25604311,1664350,1403052,18369,242929,5292027,1946959,7238986,68761014,2772935,2518471,621,6127572,1111414
5/20/2021,India,Tamil Nadu,25775405,1699225,1426915,18734,253576,5328713,1952672,7281385,68718615,2794590,2533484,639,6160986,1120399
5/21/2021,India,Tamil Nadu,25949517,1734804,1452283,19131,263390,5366882,1957688,7324570,68675430,2817378,2548862,642,6196730,1127840
5/22/2021,India,Tamil Nadu,26124748,1770988,1476761,19598,274629,5414503,1961862,7376365,68623635,2844758,2569100,645,6241866,1134499
5/23/2021,India,Tamil Nadu,26301572,1806861,1502537,20046,284278,5428452,1963098,7391550,68608450,2852648,2575158,646,6255672,1135878
5/24/2021,India,Tamil Nadu,26469766,1842344,1527733,20468,294143,5507417,1967029,7474446,68525554,2901025,2605735,657,6330679,1143767
5/25/2021,India,Tamil Nadu,26641632,1877211,1554759,20872,301580,5690306,1971235,7661541,68338459,3017105,2672515,686,6502046,1159495
5/26/2021,India,Tamil Nadu,26814056,1911496,1583504,21340,306652,5937633,1974348,7911981,68088019,3174901,2762018,714,6736202,1175779
5/27/2021,India,Tamil Nadu,26988201,1945260,1613221,21815,310224,6228593,1978980,8207573,67792427,3357045,2870799,749,7009391,1198182
5/28/2021,India,Tamil Nadu,27163743,1978621,1643284,22289,313048,6520208,1995452,8515660,67484340,3538193,2981235,780,7262897,1252763
5/29/2021,India,Tamil Nadu,27338092,2009700,1674539,22775,312386,6781739,2013032,8794771,67205229,3696597,3084329,813,7470844,1323927
5/30/2021,India,Tamil Nadu,27511443,2039716,1706298,23261,310157,6875084,2018914,8893998,67106002,3752036,3122221,827,7546638,1347360
1/1/2021,India,Telangana,6924707,286815,279456,1544,5815,201,0,201,36999799,99,102,0,201,0
1/2/2021,India,Telangana,6951297,287108,279991,1546,5571,213,0,213,36999787,104,109,0,213,0
1/3/2021,India,Telangana,6991487,287502,280565,1549,5388,217,0,217,36999783,98,119,0,217,0
1/4/2021,India,Telangana,7018564,287740,281083,1551,5106,209,0,209,36999791,102,107,0,209,0
1/5/2021,India,Telangana,7061049,287993,281400,1554,5039,232,0,232,36999768,117,115,0,232,0
1/6/2021,India,Telangana,7104367,288410,281872,1556,4982,234,0,234,36999766,113,121,0,234,0
1/7/2021,India,Telangana,7145613,288789,282177,1559,5053,213,0,213,36999787,109,104,0,213,0
1/8/2021,India,Telangana,7184598,289135,282574,1561,5000,249,0,249,36999751,109,140,0,249,0
1/9/2021,India,Telangana,7215785,289433,283048,1563,4822,247,0,247,36999753,112,135,0,247,0
1/10/2021,India,Telangana,7253236,289784,283463,1565,4756,256,0,256,36999744,176,80,0,256,0
1/11/2021,India,Telangana,7278021,290008,283924,1566,4518,279,0,279,36999721,123,156,0,279,0
1/12/2021,India,Telangana,7312452,290309,284217,1568,4524,273,0,273,36999727,145,128,0,273,0
1/13/2021,India,Telangana,7350644,290640,284611,1571,4458,298,0,298,36999702,132,166,0,298,0
1/14/2021,India,Telangana,7379538,290916,284849,1572,4495,312,0,312,36999688,156,156,0,312,0
1/15/2021,India,Telangana,7399436,291118,285102,1574,4442,333,0,333,36999667,170,163,0,333,0
1/16/2021,India,Telangana,7428389,291367,285519,1575,4273,317,0,317,36999683,171,146,0,317,0
1/17/2021,India,Telangana,7461687,291666,285898,1577,4191,437,0,437,36999563,215,222,0,437,0
1/18/2021,India,Telangana,7483580,291872,286244,1579,4049,2463,0,2463,36997537,1133,1329,1,2463,0
1/19/2021,India,Telangana,7515066,292128,286542,1581,4005,11169,0,11169,36988831,4640,6528,1,11169,0
1/20/2021,India,Telangana,7542537,292395,286893,1583,3919,11291,0,11291,36988709,4650,6640,1,11291,0
1/21/2021,India,Telangana,7574184,292621,287117,1584,3920,17837,0,17837,36982163,5704,12132,1,17837,0
1/22/2021,India,Telangana,7602975,292835,287468,1586,3781,24830,0,24830,36975170,7158,17671,1,24830,0
1/23/2021,India,Telangana,7632980,293056,287899,1588,3569,26183,0,26183,36973817,7835,18347,1,26183,0
1/24/2021,India,Telangana,7662540,293253,288275,1589,3389,27829,0,27829,36972171,8282,19546,1,27829,0
1/25/2021,India,Telangana,7682361,293401,288577,1590,3234,50646,0,50646,36949354,19905,30738,3,50646,0
1/26/2021,India,Telangana,7711810,293590,288926,1592,3072,51194,0,51194,36948806,20071,31120,3,51194,0
1/27/2021,India,Telangana,7728296,293737,289325,1593,2819,58306,0,58306,36941694,21510,36793,3,58306,0
1/28/2021,India,Telangana,7759415,293923,289631,1594,2698,78713,0,78713,36921287,32727,45978,8,78713,0
1/29/2021,India,Telangana,7790901,294120,289987,1596,2537,92418,0,92418,36907582,39999,52409,10,92418,0
1/30/2021,India,Telangana,7823989,294306,290354,1598,2354,95000,0,95000,36905000,41360,53630,10,95000,0
1/31/2021,India,Telangana,7861361,294469,290630,1599,2240,95057,0,95057,36904943,41379,53668,10,95057,0
2/1/2021,India,Telangana,7879047,294587,290894,1601,2092,95234,0,95234,36904766,41476,53748,10,95234,0
2/2/2021,India,Telangana,7915105,294739,291115,1602,2022,96413,0,96413,36903587,42133,54270,10,96412,1
2/3/2021,India,Telangana,7955308,294924,291312,1604,2008,103183,0,103183,36896817,45517,57656,10,103182,1
2/4/2021,India,Telangana,7996651,295101,291510,1606,1985,114647,0,114647,36885353,51375,63262,10,114646,1
2/5/2021,India,Telangana,8034038,295270,291699,1607,1964,121588,0,121588,36878412,54860,66718,10,121587,1
2/6/2021,India,Telangana,8069459,295431,291846,1608,1977,135977,0,135977,36864023,67955,68012,10,135976,1
2/7/2021,India,Telangana,8104264,295581,292032,1610,1939,136225,0,136225,36863775,68153,68062,10,136224,1
2/8/2021,India,Telangana,8122516,295682,292229,1611,1842,156285,0,156285,36843715,86119,70156,10,155681,604
2/9/2021,India,Telangana,8154347,295831,292415,1612,1804,171308,0,171308,36828692,99775,71523,10,163839,7469
2/10/2021,India,Telangana,8184013,295988,292578,1613,1797,186195,0,186195,36813805,113058,73127,10,168005,18190
2/11/2021,India,Telangana,8213768,296134,292696,1613,1825,198677,0,198677,36801323,123802,74863,12,170812,27865
2/12/2021,India,Telangana,8242105,296277,292848,1614,1815,206864,0,206864,36793136,130195,76657,12,171915,34949
2/13/2021,India,Telangana,8269364,296428,293033,1614,1781,209790,1929,211719,36788281,131372,78406,12,173941,35849
2/14/2021,India,Telangana,8295638,296574,293210,1616,1748,210201,2337,212538,36787462,131521,78668,12,174352,35849
2/15/2021,India,Telangana,8311404,296673,293379,1618,1676,219843,11479,231322,36768678,133640,86191,12,183724,36119
2/16/2021,India,Telangana,8336255,296802,293540,1619,1643,250141,40856,290997,36709003,137842,112287,12,213634,36507
2/17/2021,India,Telangana,8360950,296950,293690,1620,1640,250649,41264,291913,36708087,137965,112672,12,214056,36593
2/18/2021,India,Telangana,8385870,297113,293791,1622,1700,260486,64934,325420,36674580,137878,122596,12,223783,36703
2/19/2021,India,Telangana,8409631,297278,293940,1623,1715,276506,78781,355287,36644713,141212,135280,14,239544,36962
2/20/2021,India,Telangana,8433333,297435,294097,1623,1715,277517,79662,357179,36642821,141746,135757,14,240044,37473
2/21/2021,India,Telangana,8456940,297598,294243,1624,1731,277539,79928,357467,36642533,141751,135774,14,240066,37473
2/22/2021,India,Telangana,8471684,297712,294386,1625,1701,278786,97476,376262,36623738,142397,136375,14,241191,37595
2/23/2021,India,Telangana,8480767,297861,294537,1627,1697,279390,98321,377711,36622289,142863,136513,14,241286,38104
2/24/2021,India,Telangana,8499986,310529,294683,1629,14217,281009,98354,379363,36620637,144101,136894,14,241292,39717
2/25/2021,India,Telangana,8578243,298264,294782,1630,1852,283924,116470,400394,36599606,145782,138128,14,242750,41174
2/26/2021,India,Telangana,8618845,298453,294911,1632,1910,291425,127664,419089,36580911,150405,141004,16,247329,44096
2/27/2021,India,Telangana,8659666,298631,295059,1633,1939,291425,127664,419089,36580911,150405,141004,16,247329,44096
2/28/2021,India,Telangana,8700651,298807,295222,1634,1951,291425,127664,419089,36580911,150405,141004,16,247329,44096
3/1/2021,India,Telangana,8721026,298923,295387,1634,1902,291425,127664,419089,36580911,150405,141004,16,247329,44096
3/2/2021,India,Telangana,8761207,299086,295544,1635,1907,297234,129321,426555,36573445,153542,143676,16,253137,44097
3/3/2021,India,Telangana,8801651,299254,295707,1635,1912,306322,132292,438614,36561386,158617,147688,17,262220,44102
3/4/2021,India,Telangana,8842852,299406,295821,1637,1948,322444,140364,462808,36537192,167296,155131,17,278306,44138
3/5/2021,India,Telangana,8883295,299572,295970,1639,1963,341073,147131,488204,36511796,177334,163716,23,296919,44154
3/6/2021,India,Telangana,8924007,299742,296166,1640,1936,362082,158716,520798,36479202,189920,172138,24,317282,44800
3/7/2021,India,Telangana,8964623,299900,296373,1641,1886,363597,158772,522369,36477631,190665,172908,24,318778,44819
3/8/2021,India,Telangana,8984552,300011,296562,1642,1807,389985,171242,561227,36438773,205948,184006,31,344085,45900
3/9/2021,India,Telangana,9016741,300153,296740,1644,1769,241595,183078,424673,36575327,232185,192458,30,367648,56954
3/10/2021,India,Telangana,9055741,300342,296916,1646,1780,256024,191812,447836,36552164,247868,199936,32,383188,64577
3/11/2021,India,Telangana,9093645,300342,296916,1646,1780,259321,192045,451366,36548634,249760,201572,34,386178,65115
3/12/2021,India,Telangana,9114985,300536,297032,1649,1855,275371,204839,480210,36519790,269826,210346,38,403989,76148
3/13/2021,India,Telangana,9149467,300933,297363,1652,1918,288451,207813,496264,36503736,278991,217234,39,416240,79951
3/14/2021,India,Telangana,9200465,301161,297515,1653,1993,290186,207834,498020,36501980,279802,218178,40,417869,80078
3/15/2021,India,Telangana,9238982,301318,297681,1654,1983,315832,212285,528117,36471883,296894,231181,42,441738,86306
3/16/2021,India,Telangana,9299245,301522,297851,1656,2015,507868,214705,722573,36277427,272223,235602,43,625876,96697
3/17/2021,India,Telangana,9359772,301769,298009,1659,2101,630011,215891,845902,36154098,336026,293923,62,734497,111405
3/18/2021,India,Telangana,9419677,302047,298120,1662,2265,661459,217122,878581,36121419,352520,308874,65,760983,117598
3/19/2021,India,Telangana,9482649,302360,298262,1664,2434,688667,218260,906927,36093073,367119,321481,67,783663,123264
3/20/2021,India,Telangana,9548685,302724,298451,1666,2607,720396,219545,939941,36060059,383390,336934,72,808766,131175
3/21/2021,India,Telangana,9613583,303118,298645,1669,2804,724262,219657,943919,36056081,385366,338822,74,811409,132510
3/22/2021,India,Telangana,9650662,303455,298826,1671,2958,758722,221001,979723,36020277,403367,355273,82,841243,138480
3/23/2021,India,Telangana,9718833,303867,299042,1674,3151,793939,222940,1016879,35983121,422067,371783,89,870912,145967
3/24/2021,India,Telangana,9789113,304298,299270,1676,3352,828174,223757,1051931,35948069,440210,387870,94,896971,154960
3/25/2021,India,Telangana,9845577,304791,299427,1680,3684,867030,226166,1093196,35906804,460950,405981,99,929199,163997
3/26/2021,India,Telangana,9903125,305309,299631,1683,3995,905529,229300,1134829,35865171,481284,424144,101,961198,173631
3/27/2021,India,Telangana,9961154,305804,299878,1685,4241,940796,230270,1171066,35828934,499785,440903,108,989839,181227
3/28/2021,India,Telangana,10019096,306339,300156,1688,4495,942868,230297,1173165,35826835,500837,441923,108,991624,181541
3/29/2021,India,Telangana,10053026,306742,300469,1690,4583,955419,230582,1186001,35813999,507289,448022,108,1001837,184164
3/30/2021,India,Telangana,10095487,307205,300833,1694,4678,997601,233405,1231006,35768994,529413,468076,112,1042429,188577
3/31/2021,India,Telangana,10151609,307889,301227,1697,4965,1030664,236573,1267237,35732763,546656,483891,117,1075255,191982
4/1/2021,India,Telangana,10210906,308776,301564,1701,5511,1077830,240094,1317924,35682076,571707,505993,130,1122368,195556
4/2/2021,India,Telangana,10270249,309741,301876,1706,6159,1140121,244744,1384865,35615135,604985,534994,142,1185591,199274
4/3/2021,India,Telangana,10329954,310819,302207,1712,6900,1185843,248936,1434779,35565221,628999,556695,149,1233082,201697
4/4/2021,India,Telangana,10392927,312140,302500,1717,7923,1227030,251833,1478863,35521137,650825,576047,158,1273712,205151
4/5/2021,India,Telangana,10435997,313237,302768,1723,8746,1278480,256353,1534833,35465167,677183,601131,166,1326766,208067
4/6/2021,India,Telangana,10498347,314735,303013,1729,9993,1313584,260027,1573611,35426389,694979,618428,177,1362616,210995
4/7/2021,India,Telangana,10572621,316649,303298,1734,11617,1405944,270076,1676020,35323980,743023,662719,202,1455120,220900
4/8/2021,India,Telangana,10659953,319054,303601,1741,13712,1504570,278547,1783117,35216883,793811,710538,221,1550455,232662
4/9/2021,India,Telangana,10761939,321182,303964,1746,15472,1611380,286802,1898182,35101818,849966,761168,246,1654627,243555
4/10/2021,India,Telangana,10873665,324091,304548,1752,17791,1763427,296498,2059925,34940075,936035,827126,266,1811035,248890
4/11/2021,India,Telangana,10988976,327278,305335,1759,20184,1861282,299904,2161186,34838814,989927,871070,285,1909974,251212
4/12/2021,India,Telangana,11068003,329529,305900,1765,21864,1982573,309467,2292040,34707960,1059265,923010,298,2034702,257338
4/13/2021,India,Telangana,11181010,332581,306678,1772,24131,2006982,311169,2318151,34681849,1073604,933078,300,2059659,258492
4/14/2021,India,Telangana,11253374,334738,307499,1780,25459,2129490,323121,2452611,34547389,1132706,996466,318,2185112,267499
4/15/2021,India,Telangana,11360001,338045,308396,1788,27861,2283343,338492,2621835,34378165,1206760,1076217,366,2320611,301224
4/16/2021,India,Telangana,11481881,341885,309594,1797,30494,2447626,354437,2802063,34197937,1287765,1159471,390,2396951,405112
4/17/2021,India,Telangana,11608116,346331,311008,1809,33514,2584964,367281,2952245,34047755,1356334,1228196,434,2452305,499940
4/18/2021,India,Telangana,11737753,351424,312563,1824,37037,2591096,369106,2960202,34039798,1359441,1231219,436,2455429,504773
4/19/2021,India,Telangana,11820842,355433,314441,1838,39154,2742005,390535,3132540,33867460,1430494,1311035,476,2614063,518477
4/20/2021,India,Telangana,11942985,361359,316650,1856,42853,2861258,410841,3272099,33727901,1489601,1371160,497,2732789,539310
4/21/2021,India,Telangana,12073090,367901,319537,1876,46488,2965467,429176,3394643,33605357,1542539,1422408,520,2843118,551525
4/22/2021,India,Telangana,12175425,373468,321788,1899,49781,3148315,456271,3604586,33395414,1628321,1519396,598,3042975,561611
4/23/2021,India,Telangana,12281027,379494,324840,1928,52726,3332501,479360,3811861,33188139,1716318,1615538,645,3240476,571385
4/24/2021,India,Telangana,12384797,387106,326997,1961,58148,3500047,503781,4003828,32996172,1797477,1701884,686,3423275,580553
4/25/2021,India,Telangana,12493399,395232,330304,1999,62929,3559142,512327,4071469,32928531,1826899,1731547,696,3488880,582589
4/26/2021,India,Telangana,12566674,401783,334144,2042,65597,3744656,542319,4286975,32713025,1914027,1829888,741,3697391,589584
4/27/2021,India,Telangana,12666312,411905,340590,2094,69221,3837190,562813,4400003,32599997,1960354,1876080,756,3801409,598594
4/28/2021,India,Telangana,12748582,419966,345683,2150,72133,3955399,586665,4542064,32457936,2017093,1937531,775,3936912,605152
4/29/2021,India,Telangana,12828763,427960,349692,2208,76060,4010610,602170,4612780,32387220,2043985,1965840,785,4000459,612321
4/30/2021,India,Telangana,12905854,435606,355618,2261,77727,4151762,628422,4780184,32219816,2113252,2037704,806,4162439,617745
5/1/2021,India,Telangana,12983784,443360,362160,2312,78888,4157933,629611,4787544,32212456,2116446,2040680,807,4169039,618505
5/2/2021,India,Telangana,13060114,450790,367727,2368,80695,4158090,629721,4787811,32212189,2116527,2040756,807,4169270,618541
5/3/2021,India,Telangana,13118856,456485,373933,2417,80135,4178677,637243,4815920,32184080,2126844,2051023,810,4197162,618758
5/4/2021,India,Telangana,13189817,463361,381365,2476,79520,4227755,653758,4881513,32118487,2151299,2075608,848,4261606,619907
5/5/2021,India,Telangana,13267252,469722,389491,2527,77704,4275187,685400,4960587,32039413,2174836,2099486,865,4337798,622789
5/6/2021,India,Telangana,13347076,475748,396042,2579,77127,4325903,716162,5042065,31957935,2199976,2125049,878,4416969,625096
5/7/2021,India,Telangana,13488498,481640,405164,2625,73851,4376415,746157,5122572,31877428,2225004,2150520,891,4496212,626360
5/8/2021,India,Telangana,13557646,487199,413225,2666,71308,4388638,814322,5202960,31797040,2231492,2156251,895,4567319,635641
5/9/2021,India,Telangana,13613004,492385,421219,2704,68462,4389592,815634,5205226,31794774,2232019,2156678,895,4568871,636355
5/10/2021,India,Telangana,13678927,497361,428865,2739,65757,4406542,907358,5313900,31686100,2240697,2164944,901,4656723,657177
5/11/2021,India,Telangana,13754216,502187,436619,2771,62797,4422419,984094,5406513,31593487,2248963,2172550,906,4736435,670078
5/12/2021,India,Telangana,13823741,506988,444049,2803,60136,4432324,1008459,5440783,31559217,2254044,2177374,906,4761236,679547
5/13/2021,India,Telangana,13894962,511711,449744,2834,59133,4442464,1037348,5479812,31520188,2259285,2182272,907,4787680,692132
5/14/2021,India,Telangana,13952378,516404,456620,2867,56917,4450029,1063524,5513553,31486447,2263127,2185992,910,4804250,709293
5/15/2021,India,Telangana,14016740,520709,462981,2896,54832,4450028,1063710,5513738,31486262,2263096,2186019,913,4804236,709492
5/16/2021,India,Telangana,14061725,525007,469007,2928,53072,4450013,1063710,5513723,31486277,2263086,2186014,913,4804235,709478
5/17/2021,India,Telangana,14124316,528823,474899,2955,50969,4450594,1063918,5514512,31485488,2263410,2186272,912,4804239,710204
5/18/2021,India,Telangana,14195932,532784,480458,2985,49341,4451311,1065279,5516590,31483410,2263801,2186598,912,4804241,712202
5/19/2021,India,Telangana,14267002,536766,485644,3012,48110,4451824,1067949,5519773,31480227,2264072,2186840,912,4804244,715327
5/20/2021,India,Telangana,14336254,540603,490620,3037,46946,4452572,1070595,5523167,31476833,2264422,2187238,912,4804266,718655
5/21/2021,India,Telangana,14402251,544263,495446,3060,45757,4453033,1070947,5523980,31476020,2264641,2187480,912,4804297,719437
5/22/2021,India,Telangana,14465371,547727,500247,3085,44395,4453425,1073381,5526806,31473194,2264831,2187682,912,4804302,722244
5/23/2021,India,Telangana,14507897,551035,504970,3106,42959,4453837,1073696,5527533,31472467,2265006,2187919,912,4804309,722926
5/24/2021,India,Telangana,14567606,553277,509663,3125,40489,4454485,1075892,5530377,31469623,2265327,2188246,912,4804311,725749
5/25/2021,India,Telangana,14648809,556320,513968,3146,39206,4462811,1126989,5589800,31410200,2269666,2192232,913,4805088,784357
5/26/2021,India,Telangana,14739857,560141,518266,3169,38706,4477983,1175889,5653872,31346128,2277806,2199262,915,4807581,845213
5/27/2021,India,Telangana,14830083,563903,522082,3189,38632,4495506,1208652,5704158,31295842,2287346,2207239,921,4810218,891419
5/28/2021,India,Telangana,14927319,567517,526043,3207,38267,4577957,1229385,5807342,31192658,2343858,2233168,931,4878751,924870
5/29/2021,India,Telangana,15027996,571044,530025,3226,37793,4672773,1245319,5918092,31081908,2405975,2265849,949,4959370,952510
5/30/2021,India,Telangana,15089049,574026,533862,3247,36917,4737360,1248100,5985460,31014540,2446245,2290157,958,5018076,959463
